tsne_1,tsne_2,split,target
67.33854,3.9950101,train,non-churn
-4.320812,18.175718,train,non-churn
-9.145408,10.706966,train,non-churn
-32.37527,10.163875,train,non-churn
-21.231846,20.99432,train,non-churn
-16.432966,22.789099,train,non-churn
3.434495,28.423157,train,churn
-0.06172243,-6.9766126,train,non-churn
-14.080346,-9.737643,train,non-churn
39.106674,19.366013,train,non-churn
-3.4050484,-11.523637,train,non-churn
-4.0368934,11.228737,train,non-churn
60.827538,9.705725,train,non-churn
9.830573,-30.087204,train,non-churn
-0.4124388,21.903765,train,non-churn
-25.3902,20.791637,train,non-churn
0.12744094,2.253359,train,non-churn
-1.1250097,-22.377142,train,non-churn
-10.634411,-15.313623,train,churn
12.301819,1.4897196,train,non-churn
66.336914,18.36741,train,non-churn
7.672375,27.42474,train,non-churn
39.293648,13.596304,train,non-churn
-14.83172,11.91793,train,non-churn
54.822155,-15.278893,train,non-churn
-50.65617,12.593618,train,churn
-23.988834,-8.433947,train,churn
-19.344013,-17.273615,train,non-churn
-32.92514,-13.59405,train,non-churn
-36.655155,-6.6192775,train,non-churn
2.966734,24.096796,train,non-churn
-51.10652,-7.5943885,train,churn
50.238594,15.8440075,train,non-churn
-16.908312,-13.339608,train,non-churn
-27.034636,5.977791,train,non-churn
-31.995169,-3.7435374,train,non-churn
-29.363781,-14.176215,train,non-churn
-25.023735,-23.618021,train,non-churn
-5.22302,-5.3164554,train,non-churn
-13.311733,20.182398,train,non-churn
-2.8959465,8.700669,train,non-churn
65.12864,10.8437805,train,non-churn
-18.541342,19.155947,train,non-churn
6.714111,10.096623,train,non-churn
-6.5074506,1.7118628,train,non-churn
8.896145,-6.438924,train,non-churn
-21.094515,-4.1943774,train,non-churn
20.555553,-14.359278,train,churn
10.345645,-24.943756,train,non-churn
-31.306273,-1.0998781,train,non-churn
-33.643524,-14.278477,train,non-churn
6.1638646,-5.450319,train,non-churn
42.521732,11.236996,train,non-churn
10.357552,4.7919893,train,non-churn
38.865044,15.549816,train,non-churn
-4.6337934,-2.8615987,train,non-churn
0.96086824,4.8613744,train,non-churn
12.883706,6.623112,train,non-churn
-16.824223,-2.0763674,train,non-churn
-17.20136,-2.0321987,train,non-churn
-44.998035,-3.8390245,train,non-churn
-10.983482,24.631336,train,non-churn
46.40685,-2.5835052,train,non-churn
33.57437,-9.276527,train,non-churn
-9.261723,13.942131,train,non-churn
50.923252,5.355293,train,non-churn
6.442677,-8.446518,train,non-churn
-39.12201,-29.405836,train,non-churn
-14.079701,-6.8981442,train,non-churn
-30.688719,-18.044971,train,non-churn
-13.454029,-40.440914,train,churn
11.979433,-14.172787,train,churn
57.362713,12.297385,train,non-churn
11.493622,16.609495,train,non-churn
8.327227,-4.611614,train,non-churn
1.0594615,16.405088,train,churn
-41.244324,-18.774065,train,non-churn
-1.1867099,19.46527,train,non-churn
14.560927,-27.814682,train,churn
54.843372,18.660217,train,non-churn
46.775345,9.509921,train,non-churn
56.70923,-11.618979,train,non-churn
56.75954,-0.7521226,train,non-churn
2.905029,28.178337,train,non-churn
37.80206,-8.627723,train,non-churn
-5.0444527,34.606922,train,non-churn
-25.405226,-17.828964,train,non-churn
6.4096975,24.580622,train,non-churn
43.876926,-1.2717699,train,non-churn
67.7156,3.6261718,train,non-churn
-10.181142,-19.962988,train,non-churn
4.601502,-21.105358,train,non-churn
-55.776745,8.708718,train,non-churn
-2.892965,-1.7119541,train,non-churn
-23.758759,-6.25665,train,non-churn
63.946075,14.893574,train,non-churn
19.397152,-26.879591,train,non-churn
66.6271,6.3632107,train,non-churn
50.26928,1.2819176,train,non-churn
-19.97727,22.084507,train,non-churn
-19.77115,5.7391663,train,non-churn
-26.630636,15.382104,train,non-churn
6.777273,-9.843664,train,non-churn
56.001408,6.0581326,train,non-churn
2.5001113,22.831316,train,non-churn
-3.4892268,9.647122,train,non-churn
-44.961777,8.278218,train,churn
-24.80041,-6.5627007,train,non-churn
19.401287,3.8364708,train,non-churn
2.8981547,-14.876799,train,non-churn
-14.742264,-9.353722,train,non-churn
-18.418339,18.989134,train,non-churn
53.282646,25.609325,train,non-churn
-7.2530017,34.566643,train,churn
-25.881765,-30.770334,train,non-churn
-3.9341376,-7.6317744,train,non-churn
13.150265,-16.988873,train,non-churn
-30.959373,26.688993,train,non-churn
-12.130466,-31.679478,train,non-churn
63.920025,1.3225137,train,non-churn
-7.411601,-1.5510081,train,non-churn
56.36397,-6.950357,train,non-churn
-21.661541,-13.514965,train,non-churn
-37.32096,-8.855302,train,non-churn
13.318195,7.110884,train,non-churn
-51.799053,14.500905,train,non-churn
-39.500355,26.298714,train,non-churn
48.627106,2.044827,train,non-churn
-24.36712,15.586027,train,non-churn
-35.801235,-6.100658,train,non-churn
-1.8824315,-23.000965,train,non-churn
49.207687,-10.268504,train,non-churn
-26.317532,15.717644,train,non-churn
-29.46252,24.075916,train,non-churn
-43.680454,11.863803,train,churn
35.297623,-2.5536795,train,non-churn
-0.76584905,-8.224439,train,non-churn
-44.5149,-8.659458,train,non-churn
-45.98132,6.093863,train,churn
-4.855645,5.2417474,train,non-churn
-43.416367,22.59262,train,non-churn
68.79554,-6.0041285,train,churn
-48.739143,-7.9224114,train,churn
-2.4406142,-15.176613,train,non-churn
43.907604,23.33417,train,non-churn
39.183502,1.6069783,train,non-churn
-35.598488,-24.050581,train,non-churn
3.8826118,21.634626,train,churn
-46.79167,5.7339153,train,churn
-25.699959,-24.75973,train,churn
-22.47708,-6.4778275,train,non-churn
13.775093,13.423102,train,non-churn
-44.114704,-18.744068,train,churn
-38.256996,-2.299941,train,non-churn
-38.882103,30.145008,train,non-churn
-3.2369862,5.345938,train,non-churn
-29.619658,18.384737,train,non-churn
-27.550135,-29.37698,train,non-churn
-26.627533,-8.541831,train,non-churn
38.317776,1.1494433,train,non-churn
67.979294,12.272782,train,non-churn
12.919241,-8.67038,train,non-churn
59.98313,1.4515202,train,non-churn
0.31670845,-31.584818,train,non-churn
39.57308,-2.8160005,train,non-churn
-35.13965,-0.22682545,train,non-churn
-42.19253,-13.252978,train,non-churn
-39.629585,26.230886,train,non-churn
-15.218922,7.4880767,train,non-churn
-22.818722,19.048676,train,non-churn
-23.617346,-37.26645,train,churn
-19.49526,0.8792622,train,non-churn
41.134113,9.635633,train,non-churn
-26.75732,24.31298,train,churn
-18.108814,-4.3511453,train,non-churn
-1.3897959,-20.15919,train,non-churn
-53.78734,-1.1204721,train,non-churn
-6.555469,23.384382,train,churn
5.958696,-5.389131,train,non-churn
50.8183,-11.080095,train,non-churn
-14.96473,-7.904713,train,churn
-21.360924,-14.253668,train,non-churn
67.14506,-7.059365,train,non-churn
-6.642093,-3.1329124,train,non-churn
-24.212673,-38.703644,train,non-churn
2.7856505,10.387609,train,churn
-20.32174,3.6551049,train,non-churn
-36.610302,-9.475149,train,churn
-31.084274,-28.66878,train,non-churn
-23.195967,35.525646,train,churn
-39.11131,-27.673082,train,non-churn
62.41117,7.9100146,train,non-churn
13.835635,-8.8195,train,non-churn
-8.581147,30.700584,train,churn
-15.060594,31.132935,train,non-churn
-13.967512,30.643263,train,non-churn
-0.5703879,-8.416457,train,non-churn
0.9318288,-0.80807817,train,non-churn
-11.340153,-22.59799,train,non-churn
-46.57033,0.81946814,train,non-churn
-29.30038,11.201037,train,non-churn
-17.758352,-24.086193,train,non-churn
-31.386305,33.68437,train,churn
-3.656761,-21.995974,train,non-churn
3.0481904,-15.498395,train,non-churn
-14.389719,-18.658625,train,non-churn
-33.73469,-0.40526855,train,non-churn
-12.875762,14.901631,train,non-churn
46.615646,23.041838,train,non-churn
-8.758986,-35.33869,train,non-churn
46.47298,-9.313436,train,non-churn
69.28716,-2.436097,train,non-churn
-15.458111,31.720644,train,non-churn
58.255936,7.8440166,train,non-churn
6.8203754,28.837387,train,churn
-23.566027,31.440937,train,non-churn
-8.941616,-5.0921984,train,non-churn
53.297436,13.099442,train,non-churn
-15.687201,-22.403522,train,non-churn
41.40035,9.359669,train,non-churn
35.20877,-9.828605,train,non-churn
21.993883,22.652037,train,non-churn
-9.156378,14.192559,train,non-churn
0.26174346,-4.55702,train,non-churn
-2.1074355,-28.374842,train,non-churn
-26.112143,30.025227,train,non-churn
-25.204252,-13.423825,train,churn
-24.617111,4.30233,train,non-churn
11.979511,-23.277002,train,non-churn
-28.787209,7.863934,train,non-churn
-6.5688906,-15.312038,train,non-churn
-27.333754,-22.971361,train,non-churn
-5.869441,-5.0824127,train,non-churn
-40.966164,-22.377392,train,churn
36.61565,14.822447,train,non-churn
32.269333,-5.4922824,train,non-churn
-45.748913,-7.6023216,train,churn
-21.158478,28.430609,train,non-churn
-44.594013,-16.664627,train,churn
-44.126507,-2.4951353,train,non-churn
48.805332,27.322807,train,non-churn
8.235048,26.37703,train,churn
38.43046,1.2431,train,non-churn
18.863277,7.80359,train,non-churn
-1.5802228,6.644269,train,non-churn
39.702194,-9.391203,train,non-churn
9.103755,23.710617,train,non-churn
-22.101408,-7.4292474,train,non-churn
-21.140175,-19.242792,train,non-churn
-13.247949,27.175581,train,non-churn
-24.511705,11.516133,train,non-churn
-1.4675518,7.8035126,train,non-churn
67.04979,18.976831,train,non-churn
-55.636684,-1.4980037,train,non-churn
37.49583,1.2050606,train,non-churn
-28.80335,-11.194324,train,non-churn
57.46687,-6.672353,train,non-churn
9.580788,-24.351393,train,non-churn
16.675547,10.758858,train,churn
-24.907043,12.52022,train,non-churn
-28.077648,-4.4318156,train,non-churn
43.12168,9.407979,train,non-churn
-6.1082225,-17.535055,train,non-churn
-18.681398,9.865212,train,non-churn
-17.347044,-23.746046,train,non-churn
6.4798985,-8.463219,train,non-churn
-42.233246,-11.147113,train,non-churn
-6.72504,4.2581754,train,non-churn
-38.15659,4.7514377,train,non-churn
-2.8163326,-5.075918,train,non-churn
-27.639824,29.861553,train,non-churn
62.401524,-4.8948474,train,non-churn
-5.8470387,-12.608056,train,non-churn
-7.8113194,-35.41925,train,non-churn
56.56311,1.6824001,train,non-churn
-52.044483,0.28737333,train,churn
51.082508,-4.537878,train,non-churn
64.745674,-12.832677,train,non-churn
62.041782,-10.708868,train,non-churn
30.479107,-3.2067235,train,non-churn
-23.226418,10.01836,train,non-churn
66.08806,6.939428,train,non-churn
53.21808,-12.695707,train,non-churn
53.0779,1.9809183,train,non-churn
36.01749,-10.147758,train,non-churn
-20.648355,-31.574165,train,non-churn
-30.138704,15.67101,train,non-churn
-23.1634,7.4579754,train,non-churn
36.932808,19.058662,train,non-churn
1.3675703,-7.3458853,train,non-churn
-13.385692,-19.889025,train,non-churn
-25.657959,-21.920254,train,non-churn
-35.77593,1.2115737,train,non-churn
-25.93567,-2.0478535,train,non-churn
55.07891,10.979502,train,non-churn
59.15703,-6.145303,train,non-churn
-19.12838,-32.265343,train,non-churn
-3.7633758,29.000748,train,churn
-28.13277,-13.8001585,train,non-churn
-27.210815,10.843926,train,non-churn
40.36937,-8.663711,train,non-churn
-1.8307056,30.726946,train,non-churn
-27.334705,-0.57811767,train,non-churn
-45.95615,14.477175,train,churn
-39.609737,-4.3288174,train,non-churn
56.120457,-2.8123543,train,non-churn
-26.386719,3.091709,train,non-churn
-3.7195075,-13.154491,train,non-churn
7.849284,-8.71632,train,non-churn
-28.90645,30.95185,train,non-churn
-6.286409,-2.9883308,train,non-churn
67.10514,5.5689363,train,non-churn
-32.31546,26.451025,train,non-churn
-22.153345,-21.538967,train,non-churn
0.10213613,-29.310919,train,non-churn
35.16867,-2.6402757,train,non-churn
-10.484935,-36.7354,train,non-churn
-44.537075,-3.0253856,train,non-churn
-38.633987,22.868906,train,non-churn
51.806004,-1.08027,train,non-churn
-30.998466,-27.431864,train,non-churn
-34.14685,1.3328817,train,non-churn
37.413513,17.297674,train,non-churn
-9.77721,18.922337,train,non-churn
-43.415226,-29.211782,train,non-churn
-2.2479546,26.37364,train,non-churn
6.3243833,-3.3665297,train,non-churn
31.521355,5.1626263,train,non-churn
-14.036956,-4.6541543,train,non-churn
34.26774,10.116004,train,non-churn
4.7379417,25.704498,train,churn
-38.442112,6.600912,train,churn
-29.889532,-31.433384,train,non-churn
13.632046,23.655071,train,churn
-26.38471,27.165976,train,non-churn
-29.301695,22.926464,train,non-churn
-25.55372,14.154487,train,non-churn
-9.28225,-3.0703034,train,non-churn
-5.5038066,14.632677,train,churn
57.527607,8.390936,train,non-churn
-0.27543515,24.738121,train,non-churn
-27.506573,15.528646,train,non-churn
-10.192189,20.323032,train,non-churn
46.66388,-14.521301,train,non-churn
-32.031895,18.601063,train,non-churn
-22.771276,5.864219,train,non-churn
-12.348693,2.3236115,train,churn
12.178628,-6.0544143,train,non-churn
2.6078906,41.855095,train,non-churn
-4.7178345,-6.570733,train,non-churn
-46.760777,3.4574468,train,non-churn
-4.403167,-19.138895,train,non-churn
-16.329767,19.33833,train,non-churn
-36.74579,-6.1308737,train,non-churn
-13.415739,2.9087667,train,non-churn
13.098829,-17.127079,train,non-churn
-38.351086,15.417206,train,churn
9.792459,-0.38938084,train,non-churn
59.31933,3.1607077,train,non-churn
-39.323093,13.523177,train,non-churn
-9.115498,1.0222975,train,non-churn
0.73767567,39.524273,train,non-churn
-21.366585,-17.27738,train,non-churn
74.22041,10.12996,train,non-churn
64.93194,-1.5644678,train,non-churn
44.10048,-5.9980154,train,non-churn
-1.8278747,30.413694,train,non-churn
-1.2926916,-5.6521344,train,non-churn
5.764352,29.046396,train,churn
7.52991,24.106016,train,non-churn
-37.869843,-24.85559,train,non-churn
-12.622658,-15.215536,train,non-churn
-48.13734,-16.519728,train,non-churn
-10.401399,-26.777637,train,non-churn
-29.832233,19.247444,train,non-churn
-45.740433,22.50431,train,churn
38.275116,6.257553,train,churn
8.3795595,9.11185,train,non-churn
-33.414497,20.721743,train,non-churn
10.290693,25.042759,train,churn
62.48124,-4.834574,train,non-churn
8.709724,0.2270272,train,non-churn
55.644417,19.105547,train,non-churn
-38.12732,21.021883,train,non-churn
-20.616812,-29.921604,train,non-churn
-11.527435,-5.6173606,train,churn
29.92721,12.194689,train,churn
-50.629017,-11.596683,train,churn
-16.516226,5.4080477,train,churn
52.985523,4.7182803,train,non-churn
3.7577057,-2.523912,train,non-churn
44.86292,-12.9770775,train,non-churn
-37.71426,-17.105276,train,non-churn
-20.738321,-33.0841,train,non-churn
-4.7826266,-40.012108,train,churn
-2.054777,-20.236616,train,non-churn
-3.287776,-10.0643835,train,non-churn
56.72053,10.024603,train,non-churn
40.01201,17.6953,train,churn
-28.800795,-1.7072958,train,non-churn
-42.739468,-3.0714355,train,non-churn
48.970947,7.1491747,train,churn
-24.893745,22.915922,train,non-churn
59.85016,-13.440501,train,churn
-30.938166,2.5350056,train,non-churn
-11.533312,38.41633,train,non-churn
1.2692323,-16.827074,train,non-churn
-50.358044,4.1018705,train,churn
19.424797,-26.883835,train,non-churn
-18.061443,-8.576843,train,non-churn
7.980582,24.74489,train,churn
-9.609648,-7.30056,train,non-churn
-6.1105857,1.3933059,train,non-churn
-27.36693,-28.125715,train,non-churn
-11.9218,3.0182402,train,churn
-16.626696,38.587543,train,non-churn
50.422607,14.132553,train,non-churn
44.33912,20.002352,train,non-churn
-36.069088,-18.295635,train,non-churn
-17.987778,11.866988,train,non-churn
7.960588,27.90562,train,churn
55.28995,-2.0451,train,non-churn
56.233273,6.083438,train,non-churn
54.14377,-15.680311,train,non-churn
-26.723383,19.919903,train,churn
-23.732204,-4.6351295,train,non-churn
-25.333376,23.793015,train,non-churn
56.002155,-0.20763451,train,non-churn
-51.88832,8.822248,train,non-churn
40.081284,7.529781,train,churn
-24.842773,-23.88068,train,non-churn
-16.832462,5.7436004,train,non-churn
43.69319,3.467412,train,non-churn
-26.738356,-2.8903885,train,non-churn
11.120701,-23.09863,train,non-churn
-1.7897564,11.915647,train,non-churn
9.304056,6.604246,train,non-churn
-26.61321,-20.525106,train,non-churn
2.740298,10.476496,train,churn
48.706894,-13.876808,train,non-churn
-29.458538,21.7445,train,non-churn
68.555,9.464352,train,non-churn
10.047604,-19.112883,train,non-churn
-21.013662,-15.675173,train,non-churn
-28.403772,5.5133076,train,non-churn
47.339344,11.235387,train,non-churn
-8.774913,-1.4470398,train,non-churn
60.87928,-1.900608,train,non-churn
-38.848648,23.09317,train,non-churn
1.7736744,32.28987,train,non-churn
0.47750488,2.4954157,train,churn
61.28719,0.35589442,train,non-churn
47.286762,18.900707,train,non-churn
-16.209337,-16.593235,train,non-churn
-17.788795,23.185795,train,non-churn
63.063972,-8.906791,train,non-churn
55.528236,14.295722,train,churn
-23.468407,32.157505,train,non-churn
-28.583569,7.5442953,train,non-churn
-0.436755,-16.147085,train,non-churn
55.25717,12.164804,train,non-churn
64.98855,6.0987678,train,non-churn
-4.1414304,-4.85176,train,non-churn
-14.609423,9.292439,train,non-churn
-20.197723,13.837842,train,non-churn
9.966207,-4.2143397,train,non-churn
-20.651237,-10.373508,train,non-churn
15.410109,25.187384,train,churn
-20.123102,-15.77698,train,non-churn
59.951355,21.606146,train,non-churn
-24.664818,5.8106847,train,non-churn
-47.191704,-6.6031976,train,non-churn
53.434254,-12.211402,train,non-churn
-35.878162,-6.9650273,train,non-churn
-38.165024,-12.210677,train,non-churn
-13.621091,-29.011982,train,non-churn
15.670432,-22.513515,train,non-churn
-16.395924,2.7158194,train,non-churn
-43.468323,-19.494095,train,non-churn
53.79536,25.474426,train,non-churn
-6.4629903,2.9581609,train,non-churn
-29.957924,-27.705936,train,non-churn
61.02173,-1.3453479,train,non-churn
4.169773,39.85718,train,non-churn
-47.314304,2.5228822,train,non-churn
3.1744273,22.688704,train,churn
62.588806,-2.7737193,train,non-churn
-19.868042,-24.458752,train,non-churn
-15.9241495,-0.35606655,train,non-churn
0.95180565,4.856231,train,non-churn
15.962855,5.0601664,train,non-churn
-47.04966,-9.208321,train,non-churn
-19.751732,-12.014274,train,churn
8.825413,-18.207329,train,non-churn
-21.658426,-40.77136,train,non-churn
-23.858679,1.7353196,train,non-churn
2.9544582,-34.39813,train,non-churn
-31.654547,-6.6170382,train,churn
-54.23287,14.51813,train,non-churn
-43.176464,-7.154761,train,churn
18.225328,-2.8401327,train,non-churn
-28.068295,-4.603686,train,non-churn
53.703457,19.656893,train,non-churn
-37.606144,28.842484,train,non-churn
-45.03503,8.991165,train,churn
68.77944,4.665397,train,non-churn
-36.23934,-12.916278,train,non-churn
-10.476756,-13.204928,train,non-churn
-34.777092,-16.376682,train,non-churn
36.85189,-1.1432279,train,non-churn
-20.630201,18.820107,train,non-churn
-16.75599,13.976,train,non-churn
-23.806482,25.270338,train,non-churn
-29.465445,5.1538916,train,non-churn
9.746947,25.029861,train,non-churn
-5.0288477,-6.291755,train,non-churn
-10.320049,-2.7594607,train,non-churn
-35.451714,-29.75755,train,non-churn
-3.2544916,6.765897,train,non-churn
54.18099,-2.6684873,train,non-churn
-35.7707,12.7141485,train,non-churn
23.137707,-14.501319,train,non-churn
-27.866762,-18.220566,train,non-churn
-27.267467,-4.5035696,train,non-churn
11.831891,-19.003227,train,non-churn
6.0026126,12.342501,train,non-churn
48.893986,19.4802,train,non-churn
-13.856355,-19.701878,train,non-churn
4.1166487,-11.208272,train,churn
-51.23438,-9.282537,train,churn
-29.64202,7.338933,train,non-churn
-31.42523,-15.572735,train,churn
34.38052,-6.604174,train,non-churn
0.72014254,-17.592175,train,non-churn
-30.53335,-33.29372,train,non-churn
-29.037216,10.679666,train,non-churn
7.0634975,21.937897,train,churn
-9.751841,-19.997564,train,non-churn
-26.680086,21.975056,train,non-churn
-37.14071,12.7877865,train,non-churn
5.4006276,25.608488,train,non-churn
8.623382,7.0709825,train,non-churn
34.985332,-6.440991,train,non-churn
44.414036,-0.7786294,train,non-churn
6.8880854,-2.9115257,train,non-churn
15.292195,-29.168657,train,churn
-45.349777,22.598503,train,churn
-24.344633,-1.1993747,train,non-churn
-35.40002,16.629774,train,churn
-26.87417,-30.689259,train,non-churn
54.007355,9.500063,train,non-churn
-12.14065,-6.699782,train,churn
37.86094,-18.294085,train,non-churn
-23.487886,-8.1673,train,non-churn
-18.791126,30.122366,train,churn
-6.6735215,25.811882,train,non-churn
62.81598,-7.8009267,train,non-churn
49.50856,19.4934,train,non-churn
-48.08566,-2.6897395,train,non-churn
-11.530135,-37.91002,train,non-churn
23.990532,-13.21719,train,non-churn
-55.47132,5.1237698,train,churn
-12.980043,24.378666,train,non-churn
-24.945684,9.87985,train,non-churn
68.84047,7.783939,train,non-churn
61.826923,-14.798489,train,churn
30.821245,-7.9043646,train,non-churn
35.945423,10.487412,train,non-churn
9.629035,-23.28888,train,non-churn
-43.95968,-10.434557,train,churn
-30.255444,-19.197256,train,non-churn
-39.092155,-8.217149,train,non-churn
64.35361,7.7441216,train,churn
-26.621595,-23.01208,train,non-churn
51.64976,-5.619247,train,non-churn
45.687492,14.585401,train,non-churn
-46.45868,0.8199631,train,non-churn
15.493942,-22.072989,train,non-churn
-10.20821,-31.387066,train,non-churn
62.438553,3.4266813,train,non-churn
44.53467,1.9433455,train,non-churn
66.77057,-1.1650233,train,non-churn
54.343876,22.42507,train,non-churn
-53.756813,0.7788923,train,churn
13.8777275,13.934722,train,non-churn
-47.731064,-9.497244,train,churn
70.40879,-0.7291948,train,non-churn
-35.62161,7.1539726,train,non-churn
-5.822028,-6.925943,train,non-churn
-18.68052,-38.16467,train,non-churn
18.93687,-16.885746,train,non-churn
49.37745,8.766167,train,non-churn
-33.886227,9.805836,train,non-churn
-16.162687,-19.296497,train,non-churn
-40.36293,17.515593,train,non-churn
-55.581783,7.4846153,train,non-churn
-44.52083,26.735254,train,non-churn
-5.965535,34.48013,train,churn
-8.008732,-15.3595,train,non-churn
-32.10696,30.693819,train,churn
-21.4584,-39.623478,train,non-churn
54.078167,-18.829151,train,churn
-24.903349,20.02397,train,non-churn
-25.604961,-30.417149,train,churn
43.950916,24.781467,train,non-churn
53.268227,-13.795429,train,non-churn
4.458143,40.767467,train,non-churn
49.705982,-5.8018394,train,non-churn
2.7974107,-20.975163,train,non-churn
-10.089102,-38.922806,train,churn
1.494612,13.871903,train,churn
-29.618166,-1.4048945,train,non-churn
20.215738,-17.087141,train,non-churn
-1.1819006,31.021645,train,churn
-38.290455,11.800033,train,non-churn
-9.654627,-18.569414,train,non-churn
56.667156,-9.178865,train,non-churn
6.7408576,-3.3434405,train,churn
-6.076303,7.7975717,train,non-churn
-38.658012,-27.79039,train,non-churn
-42.064953,23.608597,train,non-churn
-11.106248,32.718678,train,non-churn
54.418427,14.399841,train,non-churn
63.932156,-11.946198,train,churn
-18.67945,21.683928,train,non-churn
-29.789719,-6.3810105,train,non-churn
-22.85947,12.213914,train,non-churn
-16.921507,-26.575903,train,non-churn
-7.8799105,6.4551563,train,non-churn
-43.733295,11.906612,train,churn
56.805264,7.044057,train,non-churn
-31.081587,26.913393,train,non-churn
-1.0356917,-2.228703,train,non-churn
-21.307358,-12.130524,train,non-churn
54.3497,26.308647,train,non-churn
18.930902,-11.930842,train,non-churn
-31.090805,-21.442823,train,non-churn
5.192535,14.433382,train,non-churn
-43.870987,-13.28151,train,non-churn
-7.7601166,1.1063294,train,non-churn
-15.229155,5.2503915,train,churn
59.219467,-17.927998,train,non-churn
-37.304523,10.369437,train,churn
-13.883945,6.7270565,train,non-churn
-31.788898,27.005331,train,non-churn
62.153553,-7.759278,train,non-churn
44.74742,-4.962943,train,non-churn
67.94092,-10.787716,train,non-churn
53.06519,4.9826374,train,non-churn
-15.307987,-32.03619,train,non-churn
-52.49382,-2.8984752,train,non-churn
-5.2371364,5.433876,train,non-churn
39.13438,-4.9168706,train,non-churn
-45.0352,-20.041742,train,non-churn
-18.896011,3.5880146,train,non-churn
-53.748512,-1.1486616,train,non-churn
-11.755087,18.021317,train,non-churn
-22.94875,21.69511,train,non-churn
38.789867,-13.755345,train,non-churn
-21.407642,-25.589865,train,churn
-6.2997866,32.986908,train,churn
4.274493,42.053215,train,non-churn
66.88112,-6.410097,train,non-churn
68.293144,-4.5917616,train,churn
60.263504,25.203339,train,non-churn
-36.619316,-21.3177,train,non-churn
-4.0545015,-4.9247937,train,non-churn
32.52801,-0.09799752,train,non-churn
-46.527206,8.699262,train,non-churn
51.450233,-1.4053208,train,non-churn
-9.800442,8.169344,train,non-churn
53.50189,19.320274,train,churn
-17.858177,3.184821,train,non-churn
-15.070898,-41.618694,train,churn
-52.770275,-7.435975,train,non-churn
-17.98012,25.310055,train,non-churn
-6.5754137,3.6828153,train,non-churn
63.001026,-7.697842,train,non-churn
-14.736258,27.407799,train,non-churn
-4.903659,9.803888,train,non-churn
-32.46346,13.487861,train,non-churn
-19.764042,-27.817612,train,churn
-17.884113,7.5529246,train,non-churn
39.611084,11.0177765,train,non-churn
54.488056,0.90458274,train,non-churn
-25.79742,35.357918,train,non-churn
40.557743,27.109816,train,non-churn
58.914364,-2.2436926,train,non-churn
-16.252577,-30.49062,train,non-churn
58.57946,1.629822,train,non-churn
5.948801,18.680058,train,churn
64.32853,18.943947,train,churn
32.491455,-8.582176,train,non-churn
49.979694,7.3639817,train,non-churn
-28.22416,-7.813708,train,non-churn
-14.108526,9.272436,train,non-churn
-20.298178,1.392482,train,non-churn
-17.106026,-22.696472,train,non-churn
-26.381437,-12.578442,train,non-churn
59.579273,13.220904,train,non-churn
1.3632857,30.877428,train,churn
32.65009,19.565823,train,churn
-29.567886,-9.308888,train,non-churn
-8.297412,-14.384818,train,non-churn
43.862087,4.266517,train,non-churn
47.46587,19.321245,train,non-churn
-18.802858,26.002562,train,non-churn
-14.772395,-5.7124557,train,non-churn
46.140064,3.7999115,train,non-churn
-55.671547,3.8012757,train,churn
-16.019657,-16.399727,train,non-churn
-48.441788,8.286218,train,non-churn
3.4643078,-17.529457,train,non-churn
19.914839,-22.55507,train,non-churn
-22.251667,5.218751,train,non-churn
-50.402916,0.52777404,train,churn
-29.753138,13.538698,train,non-churn
-34.285248,20.991163,train,non-churn
7.4708934,10.083184,train,non-churn
-30.277761,19.353743,train,non-churn
-28.260231,-7.347886,train,non-churn
-23.697186,-5.9736,train,non-churn
56.025173,7.902652,train,non-churn
-7.5340433,-26.316935,train,non-churn
-18.214552,-4.624623,train,non-churn
-19.115381,-0.556449,train,non-churn
6.053703,-15.503209,train,non-churn
66.63798,8.596525,train,non-churn
11.231696,-2.541086,train,non-churn
1.3249387,0.13327897,train,non-churn
-3.5219922,-10.511364,train,churn
35.9673,8.870251,train,non-churn
-51.74747,14.685581,train,non-churn
11.056317,0.1789633,train,non-churn
17.299414,-15.32788,train,non-churn
14.444543,22.981544,train,churn
6.6729507,-32.921776,train,churn
51.940285,0.43847486,train,non-churn
-17.526155,-10.336735,train,non-churn
-41.2524,-16.578815,train,non-churn
-19.781311,-1.1067519,train,non-churn
7.1975784,5.9325404,train,non-churn
1.140095,-20.078144,train,non-churn
30.882639,-7.9511623,train,non-churn
-8.623854,-5.4070377,train,non-churn
46.27591,-12.089523,train,non-churn
63.90814,9.89279,train,non-churn
-5.244641,0.35120884,train,non-churn
-0.28848934,-19.495962,train,non-churn
-38.070934,20.985584,train,non-churn
68.32435,-4.333884,train,non-churn
-10.524693,-16.861565,train,non-churn
-12.603077,-9.899455,train,non-churn
0.284885,3.6275792,train,non-churn
-17.78593,10.453093,train,non-churn
-9.883841,-33.885902,train,non-churn
66.107796,4.2471905,train,non-churn
-28.205372,-28.535786,train,non-churn
-21.354383,22.189203,train,non-churn
-10.66031,-20.130903,train,non-churn
50.46758,1.5895278,train,non-churn
37.30804,17.344685,train,non-churn
36.210953,-0.80485505,train,non-churn
-30.420252,-31.381626,train,non-churn
41.848972,7.063145,train,churn
-3.5355484,-32.901653,train,non-churn
-41.465378,-18.926228,train,churn
62.88393,12.306851,train,non-churn
10.9442625,-3.916803,train,non-churn
